nodes,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
364,0.4209500002616551,0.7236000001284992,1.0002999997595907,1.2816000003113004,1.785949999884906,1.855299999988347,2.124300000104995,2.4044500000854896,2.6689000001169916,3.0160999999679916,3.2687500001884477,3.691749999688909,3.847650000352587,4.192350000266742,4.44759999982125,4.699499999787804,4.975199999989854,5.282850000185135,5.590250000295782,5.807899999581423,6.045000000085565
374,0.43440000035843696,0.7767500001136796,1.0735500000009779,1.390899999478279,1.6349500001524575,1.9652000000860426,2.2703500003444788,2.6468999999451626,2.9663000000255124,3.205099999831873,3.788199999689823,3.7870000001021253,4.088650000085181,4.51710000015737,4.802800000561547,5.138550000083342,5.351199999495293,5.808250000427506,7.238250000227708,6.71215000011216,6.898149999869929
385,0.45504999980039423,0.8329500001309498,1.1914500000784756,1.4425499998651503,1.7969999998967978,2.0955500003765337,2.426549999654526,2.777050000076997,3.081650000240188,3.4834500002034474,3.8190499999473104,4.16384999971342,4.514699999617733,4.811299999801122,5.2375000000211,5.478100000345876,5.801150000024791,6.168049999814684,6.617199999709555,7.049650000226393,7.325499999751628
395,0.4600499996740836,0.8407000000261178,1.195949999782897,1.5488500002902583,1.889499999833788,2.2229999999581196,2.630849999604834,7.286799999747018,3.2900000001063745,3.662899999653746,4.257649999999558,4.47054999995089,4.733000000214815,5.086650000066584,5.52434999963225,5.855500000052416,6.2693499999113556,6.618299999900046,7.248700000218378,7.300549999854411,8.554199999707635
405,0.4784499997185776,0.8647999998174782,1.2654000001930399,3.212699999949109,1.9816999997601668,2.407550000043557,2.873649999855843,3.144850000353472,3.520549999393552,4.0520000002288725,4.724199999600387,4.737449999538512,5.067650000000867,5.507200000010926,9.865550000085932,6.585399999949004,6.705349999720056,7.863499999984924,7.829499999843392,8.626399999684509,8.649500000046828
415,0.5795499996565923,0.9464499999012332,1.305349999711325,1.7340500003228954,2.097450000292156,2.5125000001935405,2.8897499996674014,3.502500000195141,3.788400000303227,4.217499999867869,4.83825000037541,5.111399999805144,10.507500000130676,6.2099500000840635,6.243349999749626,11.503100000481936,7.111249999979918,7.517999999436142,8.226399999784917,8.331399999860878,8.97409999925003
425,0.4878499998994812,0.97204999974565,1.3605000003735768,1.8061499999930675,2.218099999936385,2.684550000140007,3.154900000026828,3.5694499997589446,4.001050000169926,4.411950000303477,4.983499999980268,5.330899999989924,5.8045500004482165,6.349199999476696,7.417799999984709,7.074849999753496,7.620350000252074,8.03025000004709,13.076200000341487,12.182599999960075,9.490200000072946
435,0.5043000001023756,1.4223500002117362,1.4194999998835556,1.8958499999826017,2.3495500004173664,2.8287999998610758,3.424900000482012,3.7572999999611056,4.318100000091363,4.7158000002127665,5.186599999888131,12.149799999860988,6.20230000004085,6.548599999860016,7.06369999988965,7.57179999982327,8.070649999808666,8.766050000758696,9.036500000092929,10.176250000313303,10.30815000012808
445,1.1709999998856802,1.0671000000002095,1.5236999997796374,1.9608000002335761,2.4578000002293265,2.9547499998443527,5.76809999984107,4.1559500000403204,4.618749999735883,4.957950000061828,5.509350000011182,6.140799999684532,6.534000000101514,7.01100000014776,7.535150000421709,8.064099999955943,8.697600000232342,9.048099999745318,9.598650000043563,10.191050000230462,10.651049999978568
455,0.5206000000725908,1.0753999999906227,1.5743999997539504,4.785300000094139,2.5716499999361986,3.1583000004502537,3.625350000220351,4.627400000117632,4.808049999610375,10.970999999699416,5.765349999819591,8.174800000233517,6.8199000002096,7.545899999968242,9.04629999968165,9.33679999980086,9.204949999457313,9.536600000046747,11.181200000009994,11.4237999996476,11.5132499995525
