nodes,density_percent,BFS,DFS_Iterative,speed_ratio_dfs_over_bfs
52,85,0.1326500000686792,0.34190000042144675,2.5774594816768106
52,90,0.1363999999739462,0.34899999991466757,2.5586510262560864
52,95,0.1428499999747146,0.36050000016984995,2.5236261829447733
52,100,0.14484999974229135,0.37269999984346214,2.5730065620058555
62,0,0.07560000040029985,0.14454999973168015,1.912037023363651
62,5,0.11040000026696356,0.166949999766075,1.5122282550938873
62,10,0.0887999995029531,0.1865499993982666,2.100788293270911
62,15,0.09344999989480124,0.2062500002466549,2.207062605444999
62,20,0.09935000025507175,0.22565000017493725,2.271263206800223
62,25,0.1049000002240063,0.2485499999238527,2.3693994222411088
62,30,0.11279999944235895,0.25860000005195616,2.292553203283492
62,35,0.11674999996102994,0.28000000020256266,2.398286940437037
62,40,0.1219000000673986,0.30014999992999947,2.4622641490077632
62,45,0.12904999994134408,0.3152999997837469,2.4432390540647604
62,50,0.13824999996359105,0.3373500003363006,2.4401446685363015
62,55,0.14295000028141655,0.34819999973478843,2.4358167124820516
62,60,0.14765000014449464,0.3578000000743486,2.4232983388025398
62,65,0.15024999947854664,0.38144999962241855,2.5387687250999535
62,70,0.1547500000924628,0.3948999997192004,2.5518578318788268
62,75,0.16354999979739654,0.40720000015426194,2.4897584876716334
62,80,0.1821500004552945,0.42510000002948795,2.3337908260605316
62,85,0.17235000041182502,0.4423500004122616,2.566579630723991
62,90,0.17745000013746898,0.46989999964353046,2.648069874778828
62,95,0.18360000012762606,0.46759999986534234,2.5468409561018466
62,100,0.19240000028730714,0.49545000001671724,2.575103946345486
72,0,0.0877500001479347,0.1640000000406871,1.8689458662587481
72,5,0.0975000002654269,0.19414999997025,1.9912820455560019
72,10,0.1065999995262245,0.22939999962545693,2.151969987289002
72,15,0.1211499998134968,0.2537999994274287,2.094923646868664
72,20,0.12104999996154214,0.27975000057267607,2.311028506084703
72,25,0.23255000041899615,0.34089999962816364,1.4659213030055827
72,30,0.14145000022836024,0.38700000004610047,2.7359490945303535
72,35,0.1480000000810832,0.34849999974539964,2.354729726719396
72,40,0.15275000032488606,0.3687000003083085,2.413747951058039
72,45,0.156750000314787,0.38610000001426664,2.463157889881318
72,50,0.1750500005073263,0.40824999996402767,2.332190795663216
72,55,0.17465000019001303,0.4346999994595535,2.488977950109449
72,60,0.1820999996198224,0.48140000035346014,2.643602423714984
72,65,0.19030000021302834,0.47629999971832143,2.502890169128402
72,70,0.2031499998338404,0.5108499999550986,2.5146443533001768
72,75,0.20430000040505547,0.5299499998727697,2.5939794362313466
72,80,0.2128500000253552,0.5465999997795734,2.5680056364315766
72,85,0.2198999995925987,0.5733000002692279,2.60709413975153
72,90,0.2296999996360682,0.5902000002606655,2.56943840311609
72,95,0.2377000000706175,0.6163499997455801,2.592974335559406
72,100,0.2521500000511878,0.6366000002344663,2.5246876863185923
82,0,0.10490000022400635,0.18535000026531628,1.7669208757818378
82,5,0.11159999985466125,0.2325499995095015,2.0837813603257676
82,10,0.23375000000669383,0.27134999982081354,1.1608556141734458
82,15,0.1393999996253114,0.30459999970844365,2.185078913394317
82,20,0.14415000032386155,0.32849999979589484,2.278876164119698
82,25,0.15450000000782885,0.3519500000948028,2.27799352800627
82,30,0.16475000029458892,0.390100000458915,2.367830044075135
82,35,0.17395000031683588,0.4114999997000268,2.365622299226863
82,40,0.18439999985275785,0.4735999996228202,2.5683297180096885
82,45,0.20344999984445164,0.4750000002786692,2.3347259800532414
82,50,0.218950000089535,0.521049999861134,2.3797670684999384
82,55,0.2105999997183971,0.5363999994187907,2.5470085476544906
82,60,0.2296000002388609,0.5623499996545434,2.449259577828881
82,65,0.2318499996363243,0.5807999996250146,2.5050679341645328
